"Name","Module","GraphCmdName","GraphModuleName","AadParamName","GraphParamName","GraphScopesApplication","GraphScopesDelegate","ApiUri"
"Set-AzureADMSApplication","AzureAD","Update-MgApplication","Microsoft.Graph.Applications","SignInAudience","SignInAudience","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADMSApplicationLogo","AzureAD","Set-MgApplicationLogo","Microsoft.Graph.Applications","Content","",,,
"Set-AzureADMSApplicationLogo","AzureAD","Set-MgApplicationLogo","Microsoft.Graph.Applications","ObjectId","",,,
"Set-AzureADMSApplicationVerifiedPublisher","AzureAD","",,"SetVerifiedPublisherRequest","","","",
"Set-AzureADMSApplicationVerifiedPublisher","AzureAD","",,"AppObjectId","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"BlockMsolPowerShell","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"AllowedToSignUpEmailBasedSubscriptions","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"AllowEmailVerifiedUsersToJoinOrganization","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"DisplayName","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"Description","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"DefaultUserRolePermissions","","","",
"Set-AzureADMSAuthorizationPolicy","AzureAD","",,"AllowedToUseSSPR","","","",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","State","State","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","PolicyId","","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","GrantControls","GrantControls","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","SessionControls","SessionControls","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","Conditions","Conditions","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","Id","Id","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSConditionalAccessPolicy","AzureAD","Update-MgIdentityConditionalAccessPolicy","Microsoft.Graph.Identity.SignIns","DisplayName","DisplayName","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess","Application.Read.All Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","DisplayName","DisplayName","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","IsAssignableToRole","IsAssignableToRole","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","MailEnabled","MailEnabled","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","Description","Description","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","GroupTypes","GroupTypes","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","SecurityEnabled","SecurityEnabled","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","Id","Id","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","Visibility","Visibility","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroup","AzureAD","Update-MgGroup","Microsoft.Graph.Groups","MailNickname","MailNickname","Directory.ReadWrite.All Group.ReadWrite.All","Directory.AccessAsUser.All Directory.ReadWrite.All Group.ReadWrite.All",
"Set-AzureADMSGroupLifecyclePolicy","AzureAD","Update-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","GroupLifetimeInDays","GroupLifetimeInDays","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Set-AzureADMSGroupLifecyclePolicy","AzureAD","Update-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","Id","Id","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Set-AzureADMSGroupLifecyclePolicy","AzureAD","Update-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","AlternateNotificationEmails","AlternateNotificationEmails","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Set-AzureADMSGroupLifecyclePolicy","AzureAD","Update-MgGroupLifecyclePolicy","Microsoft.Graph.Groups","ManagedGroupTypes","ManagedGroupTypes","Directory.ReadWrite.All","Directory.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","ClientSecret","ClientSecret","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","Type","Type","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","ClientId","ClientId","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","Name","Name","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSIdentityProvider","AzureAD","Update-MgIdentityProvider","Microsoft.Graph.Identity.SignIns","Id","Id","IdentityProvider.ReadWrite.All","IdentityProvider.ReadWrite.All",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","OdataType","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","DisplayName","DisplayName","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","Id","Id","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","IpRanges","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","CountriesAndRegions","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","PolicyId","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","IncludeUnknownCountriesAndRegions","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSNamedLocationPolicy","AzureAD","Update-MgIdentityConditionalAccessNamedLocation","Microsoft.Graph.Identity.SignIns","IsTrusted","","Policy.Read.All Policy.ReadWrite.ConditionalAccess","Policy.Read.All Policy.ReadWrite.ConditionalAccess",
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","Permissions","Permissions",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ClientApplicationIds","ClientApplicationIds",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ResourceApplication","ResourceApplication",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","PermissionType","PermissionType",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ClientApplicationsFromVerifiedPublisherOnly","ClientApplicationsFromVerifiedPublisherOnly",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","PermissionClassification","PermissionClassification",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","PolicyId","",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ClientApplicationPublisherIds","ClientApplicationPublisherIds",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","Id","Id",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ClientApplicationTenantIds","ClientApplicationTenantIds",,,
"Set-AzureADMSPermissionGrantConditionSet","AzureAD","Update-MgPolicyPermissionGrantPolicyInclude Update-MgPolicyPermissionGrantPolicyExclude","Microsoft.Graph.Identity.SignIns Microsoft.Graph.Identity.SignIns","ConditionSetType","",,,
"Set-AzureADMSPermissionGrantPolicy","AzureAD","Update-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Id","Id","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Set-AzureADMSPermissionGrantPolicy","AzureAD","Update-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","DisplayName","DisplayName","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Set-AzureADMSPermissionGrantPolicy","AzureAD","Update-MgPolicyPermissionGrantPolicy","Microsoft.Graph.Identity.SignIns","Description","Description","Policy.ReadWrite.PermissionGrant","Policy.ReadWrite.PermissionGrant",
"Set-AzureADMSRoleDefinition","AzureAD","",,"TemplateId","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"DisplayName","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"ResourceScopes","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"IsEnabled","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"Description","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"RolePermissions","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"Id","","","",
"Set-AzureADMSRoleDefinition","AzureAD","",,"Version","","","",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","ObjectId","","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","AppId","AppId","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","AlternativeNames","AlternativeNames","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","ErrorUrl","","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","PasswordCredentials","PasswordCredentials","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","AppRoleAssignmentRequired","AppRoleAssignmentRequired","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","LogoutUrl","LogoutUrl","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","KeyCredentials","KeyCredentials","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","Homepage","Homepage","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","SamlMetadataUrl","","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","Tags","Tags","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","ServicePrincipalNames","ServicePrincipalNames","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","ReplyUrls","ReplyUrls","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","AccountEnabled","AccountEnabled","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","PublisherName","","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","ServicePrincipalType","ServicePrincipalType","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADServicePrincipal","AzureAD","Update-MgServicePrincipal","Microsoft.Graph.Applications","DisplayName","DisplayName","Application.ReadWrite.All","Application.ReadWrite.All Directory.AccessAsUser.All",
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","MarketingNotificationEmails","MarketingNotificationEmails","DeviceManagementServiceConfig.ReadWrite.All Organization.ReadWrite.All","DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Organization.ReadWrite.All",
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","SecurityComplianceNotificationMails","SecurityComplianceNotificationMails","DeviceManagementServiceConfig.ReadWrite.All Organization.ReadWrite.All","DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Organization.ReadWrite.All",
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","PrivacyProfile","PrivacyProfile","DeviceManagementServiceConfig.ReadWrite.All Organization.ReadWrite.All","DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Organization.ReadWrite.All",
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","TechnicalNotificationMails","TechnicalNotificationMails","DeviceManagementServiceConfig.ReadWrite.All Organization.ReadWrite.All","DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Organization.ReadWrite.All",
"Set-AzureADTenantDetail","AzureAD","Update-MgOrganization","Microsoft.Graph.Identity.DirectoryManagement","SecurityComplianceNotificationPhones","SecurityComplianceNotificationPhones","DeviceManagementServiceConfig.ReadWrite.All Organization.ReadWrite.All","DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Organization.ReadWrite.All",
"Set-AzureADTrustedCertificateAuthority","AzureAD","",,"CertificateAuthorityInformation","","","",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","PostalCode","PostalCode","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","CompanyName","CompanyName","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","MailNickName","MailNickname","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","UserStateChangedOn","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","DisplayName","DisplayName","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","PreferredLanguage","PreferredLanguage","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","FacsimileTelephoneNumber","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","PasswordPolicies","PasswordPolicies","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","Mobile","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","ConsentProvidedForMinor","ConsentProvidedForMinor","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","StreetAddress","StreetAddress","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","Country","Country","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","SignInNames","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","ShowInAddressList","ShowInAddressList","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","UsageLocation","UsageLocation","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","ObjectId","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
"Set-AzureADUser","AzureAD","Update-MgUser","Microsoft.Graph.Users","ExtensionProperty","","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite.All","DeviceManagementApps.ReadWrite.All DeviceManagementManagedDevices.ReadWrite.All DeviceManagementServiceConfig.ReadWrite.All Directory.AccessAsUser.All Directory.ReadWrite.All User.ManageIdentities.All User.ReadWrite User.ReadWrite.All",
